author,date,location,bank,star,text,like
Jamie,7.02.2018,"Orlando, FL",regions_bank,1,"Recently I got this work at home job which was DXC Technology and the manager told me through Google Hangouts that she would send me a check of 1500 to pay for my materials and so I received it and sent it through my bank. Ok somehow there was a hold out on my account and I've called and talk to the representative. The only thing was told to me was that the check was returned but they didn't tell me until I came in today that it was fraud which I didn't know. So the representative was unprofessional, rude. She said, ""How you didn't know you open yourself to fraud and you will have to pay that amount back because we are not responsible.""",5.0
Johnna,24.01.2018,"Huntsville, AL",regions_bank,1,"I am 53 years old, and I have been a Regions customer since I was 18, here in Huntsville, Alabama. I am so sick of the customer service I have received over the past 2 years that I am to the point of moving my account. I am simply FED UP!! My ""latest"" run-in with Regions was at their Drake Avenue, Huntsville, AL location. I went in to make a wire transfer. As there are no signs to direct a customer to the teller line or to loan officer waiting area, I went straight to the teller line, thinking that's where I should be. I waited 15 minutes... 1 person in front of me, 4 people behind me... ONLY 2 TELLERS working the front counter (equipped for 4 tellers) and one of the 2 tellers working the drive-thru line (equipped separately for 2 more tellers). The drive-thru line never stopped therefore, there was, literally, only 1 teller working the counter.",4.0
Necole,8.01.2018,"Stone Mountain, GA",regions_bank,1,"I have been with Regions Bank for two years and recently, it been really frustrating keep with my account. Any deposit especially electronic deposit after 7pm takes over 36 hours become available my account which mean I am unable to use my own fund for the whole day. It have been charged with overdraft fees which my account does not reflect an negative in my account. During holidays and weekend online account is not regularly updated which mean it often incorrect. I have to keep with my own accounting to make sure that funds reflect my calculating to avoid any possible overdraft fees. This bank sucks and I will be switching over to new bank first thing in the morning.",7.0
Tom,31.12.2017,"Jackson, MS",regions_bank,1,"I've been with Regions for over 2 years now but might not be anymore. I tried to make online payment for bills, but my card was declined several times and they said everything was fine. But online services said it was due to issuer of the card (Regions Bank). These people have no clue what they are doing. I am sick of it, when I tell them what's going on, all they do is offered more useless tools that serve no purpose to fix the problem. If I ever get to a bank. I will more than likely close my account. I can't take it anymore. If anyone else is dealing with regions. I hope you do the same thing. Thanks. NO STARS if it was up to me.",6.0
Lenay,28.12.2017,"Miami, FL",regions_bank,1,Me han puesto un cheque en hold x ms de 30 das ese banco es una pura m,4.0
Bennie,24.12.2017,"Selma, AL",regions_bank,1,"Made a $199.95 purchase on 12/22/17 via Regions check debit card, had a immediate problem with the item and the merchant reverse the debit transaction. After midnight the $199.95 pending transaction was removed and added back to my available balance. By the end of day it was removed from my balance and place back as a pending transaction. This bank must be investigated for cheating consumers and held accountable. We will see what the branch manager will say after Xmas when I present the reverse transaction receipt. This is the second time this has happen to me where I had to fight to get $72 back after the double up on a deduction from my account.",8.0
Nancy,22.12.2017,"Salem, IN",regions_bank,2,"On September 28, 2017 I totaled my pickup truck and filed a claim with Progressive Insurance. They settled it very quickly and sent me a paper check, which I endorsed and deposited on a Friday. I didn't notice that it was made out to both my husband and I (I am the policyholder and it was my truck, so I didn't think about it being made to both of us). The bank showed the funds as available so I paid a couple of bills. I went to pay for my groceries Sunday morning and my card was declined and showed I only had $28 in my account (the settlement check was just under $8k). I contacted the branch Monday morning and the branch manager checked and made some phone calls. ",14.0
amanda,19.12.2017,"Leesburg, GA",regions_bank,1,"On September 6, 2017 I made a error in my checking account and overdraw my account. I called the bank immediately. I spoke with them and explained I had made a big mistake and what could I do to ensure this never happened again. The bank told me to opt out of overdraft protection so I requested to and it was on a recorded line. Regions recorded line at that. Well they never performed any changes to my account as they said they would and it would take 24 hours today to go into effect. Since then I have paid $762.00 in overdraft fees and due to their inaccurate mobile banking the statements are always inaccurate. I asked to be opted out so if funds were not there funds would not be approved for purchases. Yet they tell me they played back the recorded call and clearly they granted me opting out and never made changes to my account. Due to their error refuse to reimburse me.",11.0
Dolores,13.12.2017,"Atalanta, GA",regions_bank,1,"I deposited money into my account. My son attempted to withdraw money from the account. The ATM didn't disburse the money. It been 2 weeks and I am still trying to get someone, file the dispute and confirmed if they've even started the appeal process. After being on hold for 30 minutes with the bank the call is automatically disconnected. Each time I call I get a different response.",6.0
Rebecca,13.12.2017,"Tow, TX",regions_bank,1,"We've been banking with Regions since 2012. I live in TX and was able to write a check for gas at HEB. I was .53 cents short and Regions returned the check and charged me $36. I get direct deposit. Ok so HEB put the check through again and it cleared. So. Three days later there's a $30 check and a $36 check charge. I called Regions and they said, ""HEB wrote their own check on your account for their overdraft fees""... say what?!! Regions allowed HEB to write a check on my account! So that means anyone can write a check on my account and Regions said ""yes"". I also got a payday loan from the Cash Store. I gave a check as collateral. They tried to take out the full amount, not the $90.63.",12.0
Ashley,5.12.2017,"Virginia Beach, VA",regions_bank,1,"I had an account with them for 4 years. We are active duty military and moved to an area far away from a Regions branch. I switched to Navy Fed and kept my Regions account open because I have one client who has Regions also and preferred to be able to pay me by transferring into that account. I started noticing fees were occurring once a month in the amount of $8. Apparently this fee is because I wasn't swiping my card enough (10 times per month). I decided to close the account. I called, I was told by a Regions representative I could either empty the account ""at a gas station or something"" or I could be mailed a check. I agreed to have a check mailed. Fast forward three weeks and that client told me they transferred money into this account that is supposed to be closed. I call and am told they just shut my card down.",10.0
Cheryl,1.12.2017,"Alexandria, VA",regions_bank,1,I had an incoming wire into my account 165k. The following day the wire came in. I needed to send my partner 50k for home to secure some shipping service for us. Only to get to Regions Bank and they told me I can only wire 40k which I oblige thinking it's their protocol. The next day my partner told me there was a hold on the wire transfer I sent. I called and called them to have the money release to him. The next thing they did shocked me. They locked me out of my account and suspended my debit card saying they are validating the wire. It's been four business days now and they haven't come up with anything useful and this is costing me and my partner a whole lot of money as we have deadline to meet. Anyone with similar experience should kindly tell me how long their so called validation takes because they seems to be less informed and incompetent at their bank.,15.0
Christopher,28.11.2017,"Anniston, AL",regions_bank,1,I have to call ten banks at least 5 times a month or more. I spend about 15 minutes or longer trying to get thru. I that's unacceptable. I'm going to find a new bank if they don't fix this problem soon.,8.0
James,25.11.2017,"Fruitland Park, FL",regions_bank,1,"I have a check card from Regions. Had several scams and disputes. The Regions representative said because it's a check card and not a bank credit card, ""it's your money, not theirs"". Regions always treats you as poorly because they are not making big money on you. When I had a large deposit in savings, they kissed my butt. Now throwing me under the bus. Don't waste your time or money at Regions.",2.0
Fran,19.11.2017,"Hattiesburg, MS",regions_bank,1,"I do not have and have never had a loan with Regions Bank... I do not appreciate opening a letter from Regions stating. ""IMPORTANT INFORMATION REGARDING PAYOFF OF YOUR REGIONS LOAN."" Especially when Regions has no open communication for me to report this ""error"" or whatever on Saturday...",8.0
Jules,31.10.2017,"Boone, NC",regions_bank,1,"I received an offer in the mail for a $300 bonus if I opened an account and kept it open for 120 days and used a debit card 10 times per month. All over the mailed advertisement it stated, without stipulation, that I could open an account ONLINE or OVER THE PHONE and gave info for each. The online site told me that the promo code wasn't valid (which it was as printed on the mailer and not expired) so I phoned to open the account. I first gave my social security # to the person that answered along with my address, etc. She then confirmed which account I wanted, explained how I could electronically transfer funds into the account to avoid traveling into the bank. Then she transferred me to someone else. ",9.0
Cherrie,31.10.2017,"Lewisville, TX",regions_bank,1,I have been trying to get a charge reversed for over 3 weeks. I got charged $71.00 from my savings account because the account had been in the negative for 20 days. I got double charged from a merchant. I filed a claim and sent in all documents that was needed to show the merchant charged me twice. I have been going back and forth with Regions Bank but they have yet to correct my error on my account. ,4.0
Angela,30.10.2017,"Manhattan Beach, CA",regions_bank,1,"Received a $400 bonus offer in the mail from Regions Bank to open a new account, enroll in online banking, and make 10 or more purchases with the Regions Visa Check Card. I completed all of the required items in the required time, was told in multiple calls that I met the requirements and that the $400 would be received, but never received it. When I called back again, I was told I never properly signed up for the offer and will not be receiving the $400 bonus. I have an email from Regions confirming that I signed up for the offer. Fraud. Lies. Unprofessional. Long wait times.",9.0
ronnie,23.10.2017,"Grantville, GA",regions_bank,1,"Since 2005 as a member of your bank I have put millions through my business account. I have also had two or three situations where the atm card was lost or stolen. Each of those times, I have experienced nightmares. Today, it is the worst nightmare I have ever had. I lost my card last week and called the stolen number. Two hours later, Your lady, Laqueecha stated that she canceled it and ordered me another for $25 and it would be expedited to me by last Friday. Like clockwork, nothing. I just called today, spending another 1 1/2 hours on the phone trying to get a live person, and finally did. She stated nothing had been ordered and I must go to my branch to get a card as they cannot do it over the phone. So, I have bills being charged on the card starting tomorrow, as well as a business trip that I will not be able to take for my job. ",8.0
Omar,12.10.2017,"Miami, FL",regions_bank,1,"I walked into the Regions Bank on 167 Street and N.E. 6 Ave North Miami Beach branch. My boss gave me a Regions check. I dont have an account but had two forms of id. I had my social and United States of America work permit... I was denied cause of the type of documentation I held. I asked why and the teller who was training said, he cant accept it. I've used these to cash checks in previous banks. But then he went on and told me if I had foreign documentation it's acceptable. To my knowledge USA documentation such as work permit and social is not sufficient which is federal documentation is not accepted but foreign ID is. Never understood it. Federal documentation supersedes any state ID. ",4.0
Renee,11.10.2017,"Knoxville, TN",regions_bank,1,"I have a business account and needed some explanation of charges on the business account. The tellers couldn't answer my questions, so they went to Nathan **, the Branch Team Leader, and asked him to assist me. I was standing right there and heard him say ""I don't have time for this now, she can sit and wait on me but it will be awhile."" So, I sat. And waited. And listened to him carrying on a conversation with two other ladies in an office to the side of the lobby about directions on how to get from Merchants to Cedar Lane and how you have to cross the railroad tracks before you are actually on Cedar Lane, then about a restaurant experience he had. ",7.0
Carol,16.09.2017,"Etobicoke, ON",regions_bank,1,"They have the worst customer service imaginable. Each year they lock my mother's online banking account and it is an uphill battle to access it again because we're Canadian citizens with property in the US. In addition, they have sent my aunt's confidential financial documents to me multiple times in error. I have had to ask that they please stop as this is a clear violation of her rights. Somehow, my other aunt is also able to access our accounts. In my opinion, it's ludicrous that a financial institution could make such mistakes and remain open. If you have options, I highly recommend you go elsewhere. I would say they are as professional and secure as Equifax given the recent climate.",12.0
Rosanne,1.09.2017,"Milton, FL",regions_bank,1,"I sent a check to Dr. Fkora ** which was to go electronically. You wrote a different check for this, charged my account with the $28.90 but Dr. ** has not received the payment. I have since paid her so now you owe me double that amount of the initial check.",11.0
DARRYL,1.09.2017,"Irondale, AL",regions_bank,1,"My wife is on my account and her mom’s account in case she has to take care of paying bills due to our health issues. Due to the link (my wife) they took money out of my account to cover the shortage in her mom’s account because of her check getting in late. The second time this happened we went to our branch and filled out the paperwork to take my wife off my account. Due to their incompetence or deliberately not turning the paperwork in, it happened a third time. This bank will take you for everything they can, even underhanded things like this. BB&T and PNC are far better options. Stay away from this bank.",8.0
Marsha,29.08.2017,"Carrollton, TX",regions_bank,1,"I recently purchased a car and the finance manager at the dealership recommended Regions for the financing. When I received my first communication from Regions with the payment information, imagine my surprise that the only way I can make payments online is if I also have a Regions bank account. I can mail a paper check in, I can call their customer service and give my bank account information for an auto-withdrawal, but I CANNOT make an online payment. I was so shocked that I called their customer service department to make sure I was reading this correctly. I was! She started telling me how I could easily just open a Regions bank account and just put enough in there to cover my payment each month, then I would be able to log on and make the payment electronically. I am just flabbergasted, to say the least. This is my first interaction with Regions and it will be my last. What company in today's world has such archaic methods of making a payment???",12.0
Mike,28.08.2017,"Livingston, TX",regions_bank,1,"We've had an account with Regions Bank for many years, and have never had an issue until recently. They have a new scam going where they take out money for an item, and then, place it back into pending. Thus, for the moment, charging you twice! They will then charge an overdraft fee for items that they have taken the money out for. We have averaged over $400 a month in overdraft fees due to the fact that Regions has mastered the art of manipulating bank accounts. We deposit an average of $4,000 a week and should NEVER have an issue with overdraft... Out of our other 5 banks accounts with various banks, we never have an issue except for the Regions account! They are master scammers and work hard at perfecting the art! STAY AWAY FROM THIS BANK!",32.0
Jonathan,17.08.2017,"Aiken, SC",regions_bank,1,"This company is a rip-off. If you have your money in this bank, withdraw all of it and go anywhere else. They are rude and nasty people. I am leaving and I highly suggest you do the same. If you are considering opening an account, let me warn you that will regret the hell out of it. ** Regions Bank!!!",11.0
Linda,13.08.2017,"Oakwood, GA",regions_bank,3,Two banks were in this area and they closed one. They close Monday - Thursday at 4pm. Not customer service oriented. Friday they stay open until 5pm. The ATM CONSISTENTLY is out of order and you have to drive 8 miles to the nearest one. When this ATM does work it only distributes money in $50 increments. VERY AGGRAVATING. Many establishments don't like to take such large bills. You have to go back to the bank before 4pm and either go in or thru the drive thru to change the $50's for smaller bills. VERY IRRITATING! But they do have very good online banking.,3.0
Thomas,10.08.2017,"Hillsboro Beach, FL",regions_bank,1,Avoid Regions Bank at all cost if possible. There is a great deal of competition available in South Florida to select from. The branches are OK in terms of customer service however the back office where all decisions are made is more than lacking in professionalism and customer service. I can assure you the advertising is false and their follow up is just as pathetic. Don't expect any form of useful communication or follow through. The entire organization is a sad commentary in the banking community.,12.0
Brandy,2.08.2017,"Mount Ida, AR",regions_bank,1,My husband and I have used Regions Bank for the past 2 years. In Dec our account was hit by a China company for over 2300. Amazingly they issued the reimbursement for the 2300 but during that time we had several checks out and acquired overdraft fees of over $900. It is now Aug and we are still fighting with them. Each month has become a struggle trying to get our account back in good standings and keeping it there. Since Dec 2016 there has been an average of $600s worth of overdraft fees. They have charged an OD Fee along with return fees and each time it is on the day that our check deposits when everything hits at once. The fees are on our direct withdrawals set up for bills.,17.0
Cherie,24.07.2017,"Tampa, FL",regions_bank,1,"I am the seller on a real estate contract. Unfortunately, my tenant/buyer opted to use Regions for her first-time loan. They may have been ok for her, but it's been a nightmare for me. The contract stated the loan commitment date in paragraph 20 of the FAR-BAR contract. First line said that all things within this section superseded the remaining sections of the contract. They would not provide the loan commitment and still haven't! They have been so unprofessional and rude. They said they don't answer any questions to me because I'm not the buyer. However, in more than one place in the contract, it states that they are to keep me informed of the entire lending process. The buyer gives me that authority. ",10.0
Brandi,21.07.2017,"Maumelle, AR",regions_bank,1,"Someone needs to look into Regions Bank's newest scam of charging overdrafts for ""pending"" charges, when the bank is allowing those ""pending"" charges to pend for days. When reviewing online banking, you will notice charges that have been processed on one day - then the next are ""pending."" Money will have been taken out of the account for the processed charge, but then as it is item is placed back as ""pending,"" Regions will charge an overdraft fee for another item that comes through - when there is money in the account to cover the item is the ""pending"" item that was already processed the day before was not still ""pending.""",37.0
shambreka,14.07.2017,"Lady Lake, FL",regions_bank,1,They allowed a company to take out money out my account and would not return it even though I did not authorize the company to take the money out. They had me to complete an affidavit and then denied my claim. I went back to the bank as they ask me to and brought the proof and they then pretend that they were unable to read it. So I dropped it. They then came back the next week and charge me another $85 worth of overdrafts that just never could add up. They use to be a good bank but they're just like the others now. Use the poor to stay rich.,11.0
David,30.06.2017,"Smiths Station, AL",regions_bank,1,DO NOT BANK WITH THESE PEOPLE!!! They allowed a credit card to be opened in my name. Allowed my ex to add herself as an authorized user. Charge the card up & do balance transfers. Then they allowed her to delete herself as an authorized user without ever contacting me once. Leaving me solely responsible for a credit card bill that someone else ran up. Then they would not give me a copy of the charges so I could personally go after the person that ACTUALLY ran the card up. I will continue to post this everywhere possible until I get my money back or they give me a copy of the charges!!!,12.0
Wendy,28.06.2017,"Mc Donald, TN",regions_bank,1,"We've never experienced such a lack of professionalism, courtesy, or ethics as we have in the past few months at the hands of Regions bank! After a banking relationship of over 20 years, an incompetent employee of an unrelated business from our personal accounts, created a nightmare situation, that has been completely resolved, however, Regions has basically said that they will supply us what we need to find another bank! Since that time we've been told by several other banks and accountants, that this is Regions' way of weeding out 'old money' to bring in new money. We've also been asked by so many businesses in our area as to why we're still with Regions, and now we know why! While you may be new money now, at some point you will be old money, and you will be kicked to the curb, no matter how much money you have! (in our case over $3,000,000 in combined businesses and associated accounts).",8.0
sheryl,27.06.2017,"Pelahatchie, MS",regions_bank,1,"Cash some stock in and they wire me my money to my Regions Account. Per online banking, the funds were available on Wednesday. I went by a branch to withdraw some of the funds, I was told I could not have the funds, that someone would reach out to me. Well, the next day came, I had not heard from anyone, so I went to the branch where I had opened my account. The branch manager pulled my account up, said it was because there had not been any recent activities in the account before the wire came in. She emailed the department to release my funds. I went back to work. Later I received a call from her saying the funds were frozen until the wire transfer was validated. How long will that take? She didn't know. Friday - no update, Monday - no release date, Tuesday - still validating. Needless to say, I was getting frustrated. I had never had a wire transfer take this lone to be validated, even ones coming from China! ",7.0
Marcus,27.06.2017,"Winters Garden, FL",regions_bank,1,Lost our cheques and blame on us and refuses to check on the cameras because would prove they dropped the ball. More than 10 years account treat us like **. Our account was open in Winter Garden Florida. We are closing the accounts. We were able to get other cheques from the people that wrote us the cheques. They are so wrong that their excuse is that they refund us but the amount they are talking about is another deposit we make which we have the receipts.,3.0
Khurram,5.06.2017,"Irving, TX",regions_bank,1,I deposit my check of 500 in Regions Bank account to transfer from my other account they put hold for more than 2 weeks as they already took money from my other account. The people work in branch are 0 in knowledge or they're sitting there to lie people. For that mistake to deposit I have to pay fine 200 to landlord cause I was late to pay rent. No banker cannot do anything for customer. They just **. Branch people rudely refuse to help you. At the end customer has to bear. They don't care about anything. I am going against them in small court.,12.0
Autumn,5.06.2017,"Nashville, TN",regions_bank,1,"Last June I was caught in a work at home scam and the company that scammed me took $100 saying they needed it in order to send my information to get started with their business. I was suppose to get the info as soon as I paid but after waiting three days I never received the info. I called customer service and demanded for a refund after learning that the company was a complete scam. I argued with them for three hours and they would only give me back $50. I said ""Ok whatever"" and hung up. Then, I filed a dispute with Regions to get the other $50 back. They said it would probably take a month to get the money back, but it was in my account 5 days later. They told me they were siding with me and gave my other $50 back.",11.0
Craig,26.05.2017,"Friendsville, TN",regions_bank,1,"Regions will screw you over any way they can. I would give them negative stars if I could. I just got charged 2 overdraft fees again for checks they cleared at five minutes until midnight. My direct deposit isn't showing up yet but all of my colleagues' deposits hit their banks over two hours ago! This is not the first time they have done this to me. They say deposits get posted before debits but that's not true, not for them. They just want to make money and I get that, but this is just shady. Terrible business practices! I wouldn't recommend them to ANYONE and I will be closing my account as soon as possible.",10.0
Marion,15.05.2017,"Panama City, FL",regions_bank,1,I withdrew $2000 from my savings which a teller counted and put in a white envelope. Shame on me for not counting the money right then b/c the next day which was when I counted it for my needs I noticed there was only $1900 in the envelope. Had to wait till Monday to call Regions to complain since it was the weekend. When I contacted them they said it was too late since I waited (Had no choice it was the weekend) and the teller's drawer was balanced. The teller stole the $100 I was short. I'm closing my account since they have thieves working for them.,7.0
Joe,12.05.2017,"New Orleans, LA",regions_bank,1,"Regions Bank charged overdraft charges to the tune of $360. During a weekend, 3 day span, I spent money on essentials, knowing that I had a balance to cover it. So when Monday comes, I'm charged with 10 overdrafts. It appeared that a monthly auto-payment hit my account 2 days early on a Monday night. Even though that was the last transaction of the 3 days, they paid the electronic check first, therefore nullifying the available balance for all my previous purchases. They offered no help, except to advise me to cancel overdraft protection. I should have known I was dealing with a shady group when they screwed up my first batch of checks and charged me to re-print them.",16.0
Michael,11.05.2017,"Bessemer, AL",regions_bank,1,"Absolute horrible customer service representation done by any so-called ""professional"". Call waiting at ridiculous lengths. Representatives are rude and uncooperative. They have absolutely the most idiotic of procedures. Avoid using this bank because if you need customer support then you are out of luck.",7.0
Jamie,2.05.2017,"Gretna, LA",regions_bank,3,"My Checking Account at Regions Bank had 73 unauthorized transactions made to my Checking Account totaling nearly $34,000 dollars. I have been denied by the Fraud Department 3 times. I attempted to get some type of monetary relief due to major financial hardship this has put on my family through various consumer agencies and have gotten nowhere. My family was separated due to the fraudulent activity that occurred on my account due to the stress and agony and loss of our house and lots of other things we worked very hard for. The same situation happen to me and my wife in 2010 with Capital One bank which caused us to lose nearly $80,000 dollars due to fraudulent activity charged to our Checking Account. I wasn't contacted not one time or received no text message from Regions Bank when the unauthorized activity was occurring. Can someone please help me get my money back.",9.0
Heather,19.04.2017,"Lenoir City, WV",regions_bank,1,"Wish there was a rating of 0, worst bank I have ever had. They have messed my account up over and over again, but this last time really did me in. They took all my money I had in account and put me at negative $112. When I signed up I was told there was no way to overdraft period with the account I went with, I rely mostly on online banking. They took a payment out 3 weeks ago to later find out they put it back for some reason then took it again today so now I sit with a negative balance and no money. Needless to say they have screwed me sooooo bad, I will be sleeping in my car starting tomorrow night! ",9.0
Stephanie,6.04.2017,"Moro, IL",regions_bank,1,"I have been a customer for over 10 years. I also worked for Regions for 5 years. Both my Line of Credit and Credit Card are at a zero balance. I strived hard to pay those off before my baby was born. When I log into my accounts, both show zero balance and nothing due. Normal I think, as I haven't used them. However, once you click on my LOC account, it says I have a minimum balance due on a $0.00 balance account? Turns out I was charged not only an annual fee but a late fee! I never received a notice for either of these. No email, no snail mail. ",10.0
John,31.03.2017,"Birmingham, AL",regions_bank,1,"Regions online banking transactions data are not being displayed to consumer accurately. I made the mistake of relying on this data to transfer money from one account to another on the day a check posted to the account. The problem is that for most transactions the items show as pending until after midnight when the bank syncs its servers. The day my check appeared as pending, I transferred the funds which also showed as pending for the same day. At midnight when the servers synced, my transfer shows as complete, the check shows as returned NSF, (they collected a $36 fee), and now show the check as posting the day before it was even shown as pending. On that day, no data was displayed at all. ",12.0
Danny,13.03.2017,"Medina, TN",regions_bank,1,"Went to Regions Bank on Monday. Told them my wife passed away on Tuesday. Was going to use bank card, was told my checking account was closed by a sales manager in Jackson Tennessee. Would not see me, or take calls. We had been there over 10 years. Got mail, any funds would be mailed out in 10 days. Talked to other folks. Done same way. Moved all money to bank across the street, and will not be back. Pretty sorry, and low down person to treat people like that.",7.0
E.,9.03.2017,"Seymour, MO",regions_bank,1,,4.0
Monica,2.03.2017,"New Orleans, LA",regions_bank,1,"I have been banking with Regions Bank for 14 years, during that time money has been taken out of my account. In 2015 a phone or online banker told me a 1000 dollars was taken from my account because I moved money from my checking to my savings (wow!!). 2016 lost debit card. Reported it. Canceled it, asked regions to not let any monies be taken out of account. That did not happen. Left me with a negative balance of 118.00. Now 2017 paid out the negative balance with refund but collections are still holding my money and not depositing my money into account. It has been 10 days refund was released by government on 17th of feb. regions has changed and I am changing to cannot work with bad banks.",8.0
Ronnie,28.02.2017,Chatt. TN,regions_bank,1,I applied for a personal line of credit of $5000 dollars. It was approved the next day. Actually a Regions bank rep called and tried to tell me they reviewed my credit history and said they because of my excellent credit it would be better to apply for a personal loan of $3000. That would be more than enough to pay all I owe. I said ok and they will throw out the personal line of credit. Got a letter 5 days later saying they denied the loan and I could write to them and find out why. Regions why would I waste my time? I have been with your bank since 2003. I went to TVFCU THE LOAN WAS APPROVED. This is just one into several instances that Regions has failed to deliver for its customers. No way to treat a customer of 14 years.,8.0
Lee,28.02.2017,"Atlanta, GA",regions_bank,1,"My daughter wrote me a $3,000 check drawn on Regions Bank in Atlanta. Not only did I appear in person to cash the check, I went to the actual branch where she opened the account (not that it matters, but...). They charged me $20 (TWENTY DOLLARS!!!) to cash the check! I had to close my BOA account after an identity theft issue and had opened a new account the day before. Since I didn't have a debit card yet, I thought it would be more convenient to appear at the closer Regions. I'm still blown away. I don't think there should be any charge when presenting a draft drawn on a bank, but $5 would have been reasonable (sort of). But $20?! Holy hell, what a ripoff!",12.0
Michelle,25.02.2017,"Apt. G, MO",regions_bank,1,"I have seen at least a dozen reviews (here and on other sites) about how Regions seems to 'double charge' online transactions. I thought I was the only one. Up until about a month ago, I have never used Overdraft Protection, and never had a problem with the processing of payments/purchases. I used to work at a Credit Union, transactions (especially ACHs) should NOT take three, sometimes even four business days to process. Below are two examples:",18.0
Beth,16.02.2017,"Raleigh, NC",regions_bank,1,"When I called this bank, it was actually impossible to reach a living, breathing person. The menu does NOT give you an option for ""customer service"" or to speak with someone. Therefore, you must go through an absolutely ridiculous maze of option 1, 2, 3, 4, 5, 6, 7. Another thing that really concerned me, was the fact that in order to speak to someone, you must punch in your Social Security Number. And if you're not a customer, they STILL want you to punch in your SS#. That is very suspicious and I do not trust an institution where they are asking for such personal information. This review asks two things: we need to describe our experience, which I just did, and also, the reason for the review. My reason? To WARN OTHERS that this bank makes it impossible to reach a real person and they want your SS#, before you can even talk to someone. No thanks!!",8.0
Tonya,6.02.2017,"Theodore, AL",regions_bank,2,Regions will automatically deactivate an online banking payee if the account is marked closed by the payee and you cannot access history related to that account any longer. You do not get the choice to deactivate. This is poor customer service as I cannot research transactions related to this payee at all now. This is not how all banks operate case in point Hancock / Whitney Bank. I am the customer and I should be the one to choose whether an online payee is active or inactive not the bank.,7.0
Heidi,31.01.2017,"Melbourne, FL",regions_bank,1,"Most horrible bank ever and getting worse! Borrowed money from my credit line and on Monday was assessed a 'late fee' stating that my payment was due on January 20th! Went through the maze of recordings only to be transferred to Loan Services where I held for another 15 minutes. Rep was rude and basically told me it was my problems! I have found this in the past with Regions - they have deceptive banking practices, will seemingly ensure that payments are timed so that somehow you get NSF's on your account. This is the reason I changed to Chase for my main banking account and I have NEVER had this issue again with another bank! The branch close to me just closed and my feeling is that they are struggling again like they were back in 2008. Best advice - pull your money out and go elsewhere, fast!!!",13.0
Gena,31.01.2017,"Spartanburg, SC",regions_bank,1,"I have been a Regions Bank account holder since September 2016 and was okay with the account until I added their OD feature. After adding the feature naturally I tried to use it but kept getting declined. Instead of charging the $36 OD fee for the transaction, which I would have been okay with had they paid the item, they declined to pay the item and charged a $36 returned item fee which is non refundable even if they don't pay the transaction.",10.0
Mary,20.01.2017,"Pensacola, FL",regions_bank,1,I have been into the branch 4 times now. I have explained again and again that I have never given any login and password to anyone. All of my deposits are signed by me not for deposit only stamp and the initials L.H. on the back. In addition my name is always handwritten on the front of my checks. Furthermore I'm self-employed and have the same checks constantly going into my account. I feel that I have blatantly been accused of fraud. Where are the notifications - phone calls and/or emails - letting the customers knowing immediately of pending fraud? Why didn't the employees responsible for running the checks realize it was fraudulent. Also they are no sense of urgency for anyone at all pertaining to their customer's financial matters. They would rather treat you as criminals.,6.0
Angela,12.01.2017,"Reddick, FL",regions_bank,1,"I opened an account with this bank with my daughter in 2014 to get her started with her first bank account. Everything was fine until December 19, 2016. Someone deposited fake checks into the account and withdrew cash from the fake checks. They also got money orders from the post office and cashed them. This suspicious activity went on until December 22, 2016. Why the bank didn't alert us? I have no idea. The account now has a balance of -$8000.00. What the heck. They did their so called investigation and concluded that we were at fault. We have no idea who did this and all Regions care about is getting money from whom ever.",13.0
Laura,9.01.2017,"Statham, GA",regions_bank,1,"My daughter is a college sophomore. That alone tells you that she doesn't have much money. She works 2 jobs and every dime is precious. Regions charged her $10 fee for her banking. She was supposed to have student checking. She called them to see what happened and after waiting 25 minutes she was told she didn't have the student savings account and they could fix that. They credited her $5 back but told her that she could only do 3 transactions a month (moving money or withdrawing or depositing - all those count!). But to top it all off, she discovered tonight that they charged her $3 for a customer service fee!!! Just to talk to someone after she had been on hold for 25 minutes! She is switching banks as soon as she gets back to college. The sooner the better!!!",8.0
Juanita,4.01.2017,"Hattiesburg, MS",regions_bank,1,"If you are looking for a banking firm, it would be in your interest to go elsewhere! Regions Bank has become one of the worst banking firms when it comes to Customer Service, and protecting their customers. I have had my account hacked FOUR different times within twelve months, two of which happened within 29 days of each other. The first two hacks were stopped along with a phone call informing me and I received a new ATM card, which we all know is a nightmare to have to update your info. The second two were the beginning of the end! I had over $300 cash withdrawn out of my account at a local ATM, while I was in Florida on vacation over 600 miles away. Within three hours of the withdrawal I turned in the card, that was supposedly used, to their Branch Manager in Florida. The Branch Manager submitted the request to Dispute Fraudulent withdrawal, I received a letter within 7 days stating it was denied! ",10.0
Lisa,21.09.2023,"Tempe, AZ",flagstar,1,"ZERO STARS!!! My home loan was recently sold to Flagstar Bank. I received a letter from Flagstar with specific instructions on making my first payment to them. Well, I followed those instructions to a T, and made my payment through Chase online banking. Three times!!! My payment has been returned to Chase by Flagstar three times! I've talked to clueless customer service representatives twice. Today will be my third. Are they running some kind of scam to destroy my credit???",
Sara,3.09.2023,"Munith, MI",flagstar,1,I was looking to buy a bike so I submitted all the documents they had asked for. And not a response at all. I don't understand why I wouldn't receive a response. Oh well I banked with them for over 10 yrs and I will close all my accounts because this is the most unprofessional business.,
